,text,task_1,task_2
21915,That's my young ho I don't want nuthin old but her bank roll,HOF,OFFN
21916,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",HOF,OFFN
21917,"That's not catfish stinking up my TL it's sore pussy, my bad.",HOF,OFFN
21918,"That's okay minivan, you can run that red light, I'm sure your nail appointment is more important than my life. #bitch",HOF,OFFN
21919,"That's real dedication. .. &#171;@arigold_88 This bitch got diarrhea and still here, shitting up the bathroom.&#187;",HOF,OFFN
21920,That's real pinchbach I told them niggas watch how everybody that wasn't on the bandwagon jump on the bitch when they get to Austin,HOF,OFFN
21921,That's right I'm making brownies right now &#128526;&#128523;,NONE,NONE
21922,That's still my pussy,HOF,OFFN
21923,That's the kind of bitch I hate fucking with,HOF,OFFN
21924,"That's what I tell my hoes when they ain't throwing the neck RT ""@shibermetimbers: Aint nobody got time for that""",HOF,OFFN
21925,That's why I don't stunt these hoes on Instagram. #teamrealbooty http://t.co/VchXqgMbDE,HOF,OFFN
21926,"That's why I keep you here
you ain't like them other hoes",HOF,OFFN
21927,That's why I tucked yo bitch u ignorant ass mother fucker,HOF,OFFN
21928,That's why i could always call SMURF For anything my niggah always there even when im beefing w my baby,HOF,OFFN
21929,That's yo bitch..... I was all up in her guts,HOF,OFFN
21930,"That's your bitch, why she acting like she need a man?",HOF,OFFN
21931,"That, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. Sooo there's that too.",HOF,OFFN
21932,Thats bad when your bestfriend says yu act like a hoe Cx,HOF,OFFN
21933,Thats bc she is crazy! LoL thats my nicca tho! RT @PACOS_way: Man I swear idt nobody mom is cooler than mine yo.,HOF,OFFN
21934,"Thats fucked up give him some pussy RT ""@xomaryjeanxo: Woke up with sex on my mind, I should just play with (cont) http://t.co/GYYeayZrjy",HOF,OFFN
21935,Thats my bitch when i feel like it.,HOF,OFFN
21936,Thats not ya bitch if she dont love giving you head,HOF,OFFN
21937,Thats some hoe shit doe,HOF,OFFN
21938,Thats the only thing a nigga ask forRT @IGiveEmNathan: Its some choosable bitches in here tonite,HOF,OFFN
21939,Thats why I aint cuffing until Im grown af RT @JimmySolberg3: These hoes ain't loyal,HOF,OFFN
21940,"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6",NONE,NONE
21941,The #Yankees don't need Tanaka or Beltran or all these 'big name' players!!! #believe,NONE,NONE
21942,The #midwest of the US is white trash.,HOF,HATE
21943,The #south of the US is white trash.,HOF,HATE
21944,The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul,NONE,NONE
21945,"The @GOP elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty",HOF,HATE
21946,"The @Yankees are playing the @tigers tonight. In other words, I am not friends with @mtaraban.",NONE,NONE
21947,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs,NONE,NONE
21948,The Bucs has 2 great uniforms and ruined them both for that trash smh,NONE,NONE
21949,The Conjuring wasn't trash. It just wasn't as good as Insidious.,NONE,NONE
21950,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt.",HOF,OFFN
21951,"The Devil Wears Charlie, by Revlon. #lesserfilms",NONE,NONE
21952,The English killed all the leprechauns. Thank God. Annoying little bastards.,HOF,OFFN
21953,The Giants trash,NONE,NONE
21954,The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.,NONE,NONE
21955,The Internet will make you think these bitches are who they're actually not.,HOF,OFFN
21956,The Irish in #California are all white trash.,HOF,OFFN
21957,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare,NONE,NONE
21958,"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",NONE,NONE
21959,The Karate Kid is such a pussy,HOF,OFFN
21960,"The Met Office has issued an amber warning of snow,at least it's not a warning of amber snow.Posh word for yellow.",NONE,NONE
21961,The Monday has been a bitch,HOF,OFFN
21962,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn",NONE,NONE
21963,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/YbcsutdGMw http://t.co/nNwums32b4,NONE,NONE
21964,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/wTNOloSY4t http://t.co/AuTAVOeG2u,NONE,NONE
21965,The Pirates have made the playoffs and the Yankees are out...hell has frozen over,NONE,NONE
21966,The Redskins trash as fuck for not getting that,HOF,OFFN
21967,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...,NONE,NONE
21968,The Rick Scott/Charlie Crist ads have been running nearly non-stop in Florida for the past week. And they are getting even worse.,NONE,NONE
21969,The Saints are pure trash lol smh,NONE,NONE
21970,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.,HOF,HATE
21971,The Steelers new uniforms look like homosexual bumblebees. #wtf?,HOF,OFFN
21972,The TL talkin about eatin pussy and u watchin soccer? Ur a grade A faggot RT @KillaKev27: This game is crazy !!!,HOF,OFFN
21973,"The Walking Dead is trash people...

That is all. &#128514;",NONE,NONE
21974,The Wayans bros is the most retarded show ever.,NONE,NONE
21975,"The X's and O's, exes and hoes, I exit and ghost &#128123;",HOF,OFFN
21976,The Yankees still suck! @nikaaaa3,NONE,NONE
21977,The bad bitches still awake?,HOF,OFFN
21978,The baddest bitch in the world followed me on IG today and started liking all my pics. I aint even all that attractive so I know she catfish,HOF,OFFN
21979,The baddest bitch is back on chestnut! @ryancommakerry #welcomehome,HOF,OFFN
21980,"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland http://t.co/cyi6xSvn97",NONE,NONE
21981,The beauty of not needing or wanting a man is priceless. Idk see how bitches be strung the fuck out over men they have joint custody with,HOF,OFFN
21982,The bengals have been trash for like 5 weeks it seems,NONE,NONE
21983,The big homie Drizzy threatening these hoes... &#128518;&#128518;&#128518;,HOF,OFFN
21984,The bird is the word. #EsuranceSave30,NONE,NONE
21985,The birds and the bees &#128038;&#128029;,NONE,NONE
21986,The birds and the bugs #voguet by Anat R http://t.co/ndMELHuWCg via @Etsy #vintage #jewelry #bugout #insects #birds,NONE,NONE
21987,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,HOF,OFFN
21988,The bitch coach said she didn't like my attitude.,HOF,OFFN
21989,The bitch got some nerve,HOF,OFFN
21990,The bitch is freeee!!!! ;D,HOF,OFFN
21991,"The bitch official though, dick harder than a missile yo",HOF,OFFN
21992,The bitch who just rolled her eyes at me bc she didn't get tipped doesn't listen when u ask for sweet potato fries instead of regular,HOF,OFFN
21993,The bitch who shot CJ is going upstate &#128079;&#128079;&#128588;&#128588;&#128591;&#128591; now he can RIP &#128124; http://t.co/ualjxaPMKJ,HOF,OFFN
21994,The bitches act like they don't be in the club with they ass all out in too little ass skirts &amp; shorts giving em yeast infections n shit.,HOF,OFFN
21995,The bitches are back http://t.co/3fpjQJvjUh,HOF,OFFN
21996,The bitches behind me are so annoying,HOF,OFFN
21997,The blacks in #California are typical niggers.,HOF,HATE
21998,The boy who shot albino deer http://t.co/D4XajBEIb1,NONE,NONE
21999,The brownies I just made are a sin,NONE,NONE
22000,The browns schedule for the first half of the year is literally retarded easy.,HOF,OFFN
22001,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl,HOF,HATE
22002,The city used to have HOES.Now them bitches look sick.,HOF,OFFN
22003,"The clips hang down to the dick.. That's a automatic shotty from a drum they call tommy, guarantee to get you bitches from by me",HOF,OFFN
22004,The club don't never get old to some of y'all hoes though.,HOF,OFFN
22005,The corny facade is all apart Nick Cannon's plan. Nigga is actually a genius on levels of business and bitches.,HOF,OFFN
22006,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe,HOF,OFFN
22007,The dean a hoe how she fucked home and his bro,HOF,OFFN
22008,The early bird gets the worm But the second mouse gets the cheese,NONE,NONE
22009,The early bird takes a nap before noon.,NONE,NONE
22010,"The easiest way to have sex with a chick is to smell good, make her laugh, take her to get food and then fuck her right in the pussy",HOF,OFFN
22011,The emoji I use when I'm flirting wit bitches ---&gt; &#128520;,HOF,OFFN
22012,The ending to that Yankee game was so planned I can't even take it,NONE,NONE
22013,The fact that the #Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO. Didn't do their homework. #firechoreli,NONE,NONE
22014,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.,NONE,NONE
22015,"The fourth hokage was a little bitch!! Like, nigga can't even take down a bitch ass fox!",HOF,OFFN
22016,The fuck does a yellow cloud do?,HOF,OFFN
22017,The fuck mickey d's gave me... some cookies in a big mac box!! http://t.co/5NWXPQXHnF,HOF,OFFN
22018,The fuckin hoes,HOF,OFFN
22019,The fucking Royals bitch! Work!,HOF,HATE
22020,"The funny thing is the daughter never got kicked out on her one night stand, I didn't have the courage to tell her, her mom an official hoe",HOF,OFFN
22021,The ghetto hoes love feeling a nigga abs ya heard me,HOF,OFFN
22022,The ghetto thuged out version of tree of life coming soon...,HOF,OFFN
22023,"The girl skipping school ain't nothing but 16 y/o and just made me say in my head ""bitch u supposed to be in school"" had to catch myself",HOF,OFFN
22024,The gospel RT @TibriDotCom: Better wake up and realize that the good Lord ain't stop creating pussy when he built yours shawty.,HOF,OFFN
22025,The guinea fowls are not what they seem.,NONE,NONE
22026,The guys at LA fitness are such fags &#128514;&#128557;,HOF,OFFN
22027,The heat will make you wanna put hands on a niggah &#128166;&#127386;&#128544;&#128072;,HOF,OFFN
22028,The hoes aint classy no more more like trashyyy!,HOF,OFFN
22029,The hoes are for EVERYBODY my nigga!,HOF,OFFN
22030,The hoes be rated E !,HOF,OFFN
22031,The homie reallly LOVE fat bitches &#128514;&#128557;&#128514; like in LOVE,HOF,OFFN
22032,The homiez bitches like my homiez,HOF,OFFN
22033,"The intensity of my Bankhead bounce as I said ""we know these bitches cuz we be traveling""...",HOF,OFFN
22034,The jig,NONE,NONE
22035,The jigg is up,NONE,NONE
22036,"The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!",HOF,OFFN
22037,"The last at-bat at Yankee Stadium. Thanks for making it a good one, Captain. #FarewellCaptain. http://t.co/UVJgbCpcbU",NONE,NONE
22038,The last time your pussy was salmon pink was. ....,HOF,OFFN
22039,The left tho RT @BelloDisastro_: &#8220;@DJZeeti: twitpic a selfie with a bad bitch&#8221; &#127851;&#127851;&#127851; http://t.co/9X0CkRTgVr,HOF,OFFN
22040,The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...,HOF,HATE
22041,The lies on this here Twitter &#8220;@Libra_DTF: You niggas wouldn't know grade a pussy even if it slapped you cross the face !&#8221;,HOF,OFFN
22042,The lit bitch that's was talkin shit ain't in math class today &#128529; I really wanted to press my issue,HOF,OFFN
22043,The little bitch nervous because he not tweeting anymore,HOF,OFFN
22044,The little bitch told me sloppy top was a hoppy that's when she gave me sloppy toppy like the sloppy toppy goddess,HOF,OFFN
22045,The majority of you hoes think your shit don't stink.,HOF,OFFN
22046,The moment when you truly believe ur a fucking pice of trash it's a lovely felling ...,HOF,OFFN
22047,The most beautiful women be havin' the most retarded captions on their pics! Sh*t be extra dumb...,HOF,OFFN
22048,The most broke people have the most to say bitch nigga how can you afford to speak,HOF,OFFN
22049,The movie #abouttime a hard ass chick flick. This nigga goes back in time if he but too quick n fucks the bitch over n over lol,HOF,OFFN
22050,The music stop playing and all you hear is fuck you bitch I'll Spit on you &#128514;&#128514;,HOF,OFFN
22051,"The nations know who we are, but we rather be real niggers &amp; bad bitches. http://t.co/Ge6tNhxzAF",HOF,HATE
22052,"The nerve of people though... Cant take nobody serious, i continuously laugh at you hoes.",HOF,OFFN
22053,The nerve of this nicca .. Step on my crispy ass shoes wit them dusty ass timbs!,HOF,OFFN
22054,The nice side of Long Beach really got hoes lol,HOF,OFFN
22055,The only exception with the baby momma is she not stuck on you and ghetto bitch that I will stomp her ass like an African ritual,HOF,OFFN
22057,The only part of the awards that I liked was the dykes part of the cypher &amp; the old skool female MCs.,HOF,OFFN
22058,The only reason I cheat is to show these bitches what kind of dick my girl be getting.,HOF,OFFN
22059,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,HOF,OFFN
22060,The only time I screamed was when Tyrese tackled that hoe ass bitch #TheWalkingDead,HOF,OFFN
22061,"The only time of year I'll bitch about not having cable: when ""Hocus Pocus"" comes on. #fml",HOF,OFFN
22062,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.,HOF,HATE
22063,"The pilgrims was high as fuck, like ""Lets kill a big ass bird and eat it with a billion other things",HOF,OFFN
22064,The pilot seen my eyes and said they awfully red I told him I get high as you bitch I'm the man http://t.co/uloUE2qx3p,HOF,OFFN
22065,The power of Christ compels you to pop that pussy.,HOF,OFFN
22066,"The price is wrong, bitch",HOF,OFFN
22067,The pro-ISIS Jihadi prayer from Hajj making the rounds now. http://t.co/5ee3eDXuOa,NONE,NONE
22068,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred.",NONE,NONE
22069,The question alone &#128553;&#128514;&#128514;RT @KfromtheG: What city got the most bitches with gold teeth?,HOF,OFFN
22070,The reason Shelby hates sandwiches is because he is a queer. @RonandFezSXM,HOF,HATE
22071,The redskins just begging to lose this game smh,NONE,NONE
22072,The redskins should change their name to the injuns,NONE,NONE
22073,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm,NONE,NONE
22074,The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?,HOF,HATE
22075,The right for an English person to go about his business is more important than any suspicion of some rouge wog cop.,NONE,NONE
22076,The same bitches telling you to let it go are the same ones that would go in and grab it right after you.&#128175;&#128079;,HOF,OFFN
22077,The same bitches that failed geometry know exactly what angle to use to take that perfect selfie,HOF,OFFN
22078,The same bitches you chicks posing wit in pics for Instagram likes be the same bitches texting your boyfriends when he ain't textin you back,HOF,OFFN
22079,The shit that you bitches brag about is hilarious,HOF,OFFN
22080,The solution is simple : buy a bitch,HOF,OFFN
22081,The spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it!,HOF,OFFN
22082,"The streets a dirty hoe, niggad try to wife it though.",HOF,OFFN
22083,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,HOF,HATE
22084,"The thinner the eyebrow, the crazier the bitch",HOF,OFFN
22085,The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.,HOF,OFFN
22086,The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,NONE,NONE
22087,The type of bitches that I like think broke is disgusting,HOF,OFFN
22088,The ugliest bitches swear they bad.. But &#128564;,HOF,OFFN
22089,The undesirables RT @KingHorseDick: @viaNAWF &#128557;&#128557;&#128557;&#128557;&#128557; these bitches big bruh,HOF,OFFN
22090,The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,NONE,NONE
22091,The way Hawk Girl did Green Lantern is why I do not trust these hoes nope,HOF,OFFN
22092,"The way I fuck her, you would think I love this bitch",HOF,OFFN
22093,The way I see it.... you bitches are fake by affiliation ..!,HOF,OFFN
22094,"The way a Klansman would say ""nigger slave"" is the way the @GOP says ""Conservative"". They @GOP literally sees conservatives as their slaves.",HOF,OFFN
22095,The weeknd is why bitches love dark skin fellas now.,HOF,OFFN
22096,"The whole afternoon has been about the ""deep voiced bitch""",HOF,OFFN
22097,The wife's new bitch... Her name is Ursula.. http://t.co/h07MrMAwXP,HOF,OFFN
22098,The willow tree in Pocohontas was my bitch at 7 years old,HOF,OFFN
22099,The word bitch don't apply to all women but all women got a little bitch in em,HOF,OFFN
22100,The world is yours n every bitch in it,HOF,OFFN
22101,The world will be a better place when bitches like her dies lonely http://t.co/vj45zL1zKF,HOF,OFFN
22102,Thee Bears are trash tho...,NONE,NONE
22103,"Their #1 insult. Even if it's self-deprecating. The first thing straights go to is faggot, queer, tranny, gay. Even supposed ""allies"".",HOF,OFFN
22104,Their gotta be a loaded lux vs Murda mook 3,NONE,NONE
22105,Their salsa negro is awesome... @StacyMungo @Loriisright,NONE,NONE
22106,Them Bad bitches blow kisses by my earlobe,HOF,OFFN
22107,Them brownies tho &#128524;&#128076;,NONE,NONE
22108,Them chicks tried.to put me under the fire lol! I'm not a dirt bag courting with a dumb hoe though.,HOF,OFFN
22109,Them gay dudes stay with the baddest bitches.....no punch line,HOF,OFFN
22110,Them hoes don't like me &#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128553;&#128530;&#9996;&#65039;,HOF,OFFN
22111,Them hoes gone be called strvp,HOF,OFFN
22112,Them hoes look so clean on foot.,HOF,OFFN
22113,Them old bytches sorry as phuck in the sack... &#171;@Mr_JSmart24 The pussy get ripe in her 30's&#187;,HOF,OFFN
22114,Them pretty bitches love me them bitches love me #GUCCCCCI,HOF,OFFN
22115,"Them pretty nail bitches, them bail you outta jail bitches.",HOF,OFFN
22116,Them queer ass shorts Rabchenko got on,HOF,HATE
22117,"Them quicc to blast bitches, them all about the CASH Bitches &#128564;&#128184;&#128176;",HOF,OFFN
22118,Them quiet girls be hoes to watch out,HOF,OFFN
22119,Them shits ugly hoe. RT @SirRocObama: ......... RT @BurgerKing: All these nuggets &amp; u still actin chicken. http://t.co/tRy8Lvyo9O,HOF,OFFN
22120,Them shootas is out at ma grandmama house I ain't been around this bitch ina minute .,HOF,OFFN
22121,"Them shootas is out by my grandmoma house, I ain't been round this bitch in a MINUTE",HOF,OFFN
22122,Them squirrels are faggots b RT @80sbaby4life #ThreesomeThursdays ? http://t.co/7xWOp3y2,HOF,OFFN
22123,Them taz angel hoes need some furniture,HOF,OFFN
22124,Them women at the bar @ #happyhour are there for your pleasure them old hoes be pure #savages &#128514;&#128514;&#128514;,HOF,OFFN
22125,Then I hit that bitch like a free throw !,HOF,OFFN
22126,"Then I went inside, in order to hide from mutant bird",NONE,NONE
22127,Then Zerah the Cushite came against them with an army of one million men and 300 chariots. They came as far as Mare&#8230; http://t.co/LpbeB04j4r,NONE,NONE
22128,Then again... bitches are expensive and I'm on a budget boo. I can't afford all that shit you bitches be wanting.,HOF,OFFN
22129,Then again... i shoot bitches in the ass for doing some stupid shit like key my car or bust my windows.,HOF,OFFN
22130,Then bitches gon fuck just because money long .,HOF,OFFN
22131,Then i fuck yo bitch,HOF,OFFN
22132,Then the Mexican bitch wanna speak some other fuckin language &amp; then give attitude. Can't speak right ass! Tf,HOF,OFFN
22133,Then there's this stupid bitch in my class that literally has to ask a question every time the professor says something.,HOF,OFFN
22134,"Then they wanna ask you Maad questions, bitch just tell me what you need me to do and stop interrupting my playlist",HOF,OFFN
22135,Then this bitch singing sounds like a horse being choked,HOF,OFFN
22136,Then ya'll idolize Kanye when he wifed up a hoe. Lol,HOF,OFFN
22137,"Then you would've died if you didn't breathe, bitch",HOF,OFFN
22138,There are 2 types of niggas in this world. Real niggas ... &amp; bitch niggas,HOF,OFFN
22139,"There are LOTS of top tier wrestlers who started as ""yardies"".",NONE,NONE
22140,"There are girls. There are women. There are ladies. And there are bitches. You ma'am, is a beeeitch. A dumb ass bitch hahaha.",HOF,OFFN
22141,There are some real life hoes on IG. Crazy.,HOF,OFFN
22142,There are some retarded ass movies on Netflix,HOF,OFFN
22143,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,NONE,NONE
22144,"There is no such rule as ""tie goes to the runner"". Out or safe. #Yankees #JohnSterling",NONE,NONE
22145,There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem...,HOF,OFFN
22146,There is this yellow thing in the sky. I don't know what to make of it.,NONE,NONE
22147,There it is these bitches be having joint custody dick and acting up. Understand that's part time. No benefits.,HOF,OFFN
22148,There may be a fag hag switch a 'comin!,HOF,OFFN
22149,There should be a side trip into DC to Charlie Palmers during CPAC @SHannitysHair @TheFriddle @Glock4Piper @alleygirl2409,NONE,NONE
22150,There was a reason why I blocked this bitch,HOF,OFFN
22152,There you go acting like a hoe &#128530;,HOF,OFFN
22153,There's a bird nest in my garage and so now when the birds fly out they poop on my car. &#128529;,NONE,NONE
22154,There's a different between ya bitch a ya friends your bitch Rey to build wit you your friends just tryna compete.,HOF,OFFN
22155,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,NONE,NONE
22156,There's a lot of big booty bitches at pharr gym &#128563;&#128584;&#127825;,HOF,OFFN
22157,There's a special place in hell for people who slam on their brakes for yellow lights &#128532;&#128299;,NONE,NONE
22158,There's apparently a wee cunt who's a year younger than me called Sean brown being cheeky about me lol,HOF,OFFN
22159,"There's dudes on twitter who have no respect for their dick.You know,the mirror selfie niggaz,the nude droppers,dick avis,pussy eating avis?",HOF,OFFN
22160,"There's gonna be a lot of trash talk today
#worldcup",NONE,NONE
22161,There's gotta be like 20 white trash motherfuckers living in that house and I don't think any of them have a job,HOF,OFFN
22162,There's like 5 injuries a game in football.. Shit trash lol,HOF,OFFN
22163,There's like one of my ex's that's still kinda cute. Most them bitches got fat.,HOF,OFFN
22164,"There's no one to flirt with, Mad bitches in my inbox. Skrr skrr",HOF,OFFN
22165,There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy,HOF,OFFN
22166,There's other bad bitches &#128514;&#128514;,HOF,OFFN
22167,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife,NONE,NONE
22168,"Theres a girl in your avi, you must get so many bitches",HOF,OFFN
22169,Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch,HOF,OFFN
22170,These UT hoes be goin !!!!!!,HOF,OFFN
22171,These are insane and Cigars trash!? Foam done bumped his head RT @FoamWright: These are insane. Like so insane. http://t.co/5umpDoeORz,NONE,NONE
22172,These bad bitches really ain't that bad when you see a pic of Aaliyah,HOF,OFFN
22173,These birds messy.,NONE,NONE
22174,These bitches ain't shit I forgot to mention .,HOF,OFFN
22175,These bitches ain't to be trusted...,HOF,OFFN
22176,These bitches aint playin'. A jealous woman does better research than the FBI.,HOF,OFFN
22177,These bitches always trippin,HOF,OFFN
22178,These bitches are taking forevs doe,HOF,OFFN
22179,These bitches be judging like they experience life and in the billion dollar club. I'm highly favor &amp; doing pretty damn well &#128129;,HOF,OFFN
22180,These bitches been killin me all day,HOF,OFFN
22181,These bitches boringgggg,HOF,OFFN
22182,"These bitches both average. Lmao @ ""baddie"" &#8220;@VineForTheByrd: Pretty girls be like &#128129;https://t.co/nVuHkNAN5m&#8221;",HOF,OFFN
22183,These bitches crazzzyyyyyy,HOF,OFFN
22184,These bitches dead be sucking and fucking niggaz with no condom...then wanna rock a whitw dress the next day like bout dem clean,HOF,OFFN
22185,These bitches dont want no boyfriend ... They want a pimp,HOF,OFFN
22186,These bitches fake one min talking about a hoe next min bestfriends with the hoe,HOF,OFFN
22187,These bitches finna fuck up my birthday week...,HOF,OFFN
22188,These bitches funny like mike epps,HOF,OFFN
22189,"These bitches gotta realize that ""their nigga"" WANTS ME &#128514; if he doesn't now he did several occasions before &#128564;",HOF,OFFN
22190,These bitches irri.. irri irri..irri irri,HOF,OFFN
22191,These bitches irritating,HOF,OFFN
22192,These bitches is crazy,HOF,OFFN
22193,These bitches is wild,HOF,OFFN
22194,These bitches loud for no reason,HOF,OFFN
22195,These bitches love me. These niggas copy,HOF,OFFN
22196,These bitches love soda,HOF,OFFN
22197,These bitches love sodaa,HOF,OFFN
22198,These bitches man they love to HARASS,HOF,OFFN
22199,These bitches need to get out of bed and I'll make them cheeseburgers (: #ImAHomie,HOF,OFFN
22200,These bitches really be out here on backpage hoe-ing &#128557;&#128557;&#128557; watch yo bitch she could be on there !,HOF,OFFN
22201,These bitches really love soda out here,HOF,OFFN
22202,These bitches really marry to some rich ass niggas,HOF,OFFN
22203,These bitches smell like fish &#128557;,HOF,OFFN
22204,These bitches so broke instead of go get it they quick to go ask for somethin,HOF,OFFN
22205,These bitches so redundant,HOF,OFFN
22206,These bitches talking shit but they whisper it?,HOF,OFFN
22207,These bitches think they know snap. Ha bitch I am snap,HOF,OFFN
22208,These bitches want the next best thing,HOF,OFFN
22209,"These bitches washed up, ain't no soap involved.",HOF,OFFN
22210,These brownies are bomb!!!!!!!!! http://t.co/lKZLQQj7W1,NONE,NONE
22211,These brownies http://t.co/iyqRBn2AMf,NONE,NONE
22212,These bum ass bitches on my block drawin&#128530;,HOF,OFFN
22213,These celebrity niggas be passing these Kardashian hoes around monthly,HOF,OFFN
22214,These cheetos taste likka steak right nah boy these bitches going DUMB!!,HOF,OFFN
22215,These chicks use what they got to get what they want. Bunch of Ronnie &amp; Trickz ass hoes.,HOF,OFFN
22216,"These chubby hoes are always on a ""diet""......",HOF,OFFN
22217,These customers are fucking crazy this bitch said God will smite me because her dumbass locked herself out of her account.,HOF,OFFN
22218,These days bitches be just letting anyone hit raw !!,HOF,OFFN
22219,These fat hoes think they slick posting neck up pics and shit,HOF,OFFN
22220,These girls eyebrows make them look like 2$ hoes walking down FIB,HOF,OFFN
22221,These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?,HOF,OFFN
22222,These groupie bitches wild enough to suck a babies dick,HOF,OFFN
22223,These ho%e$ for everybody just like these niggahs for everybody! A hoe gone be a hoe regardless and (cont) http://t.co/m09Dow96rw,HOF,OFFN
22224,These hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,HOF,OFFN
22225,These hoe niggas havnt seen half of me. #2chainz,HOF,OFFN
22226,These hoes a fool too http://t.co/VSzbNDU4K0,HOF,OFFN
22227,These hoes a smash on one of yo niggas and be very proud,HOF,OFFN
22228,These hoes ain't got nothing on ya,HOF,OFFN
22230,These hoes ain't loyal &#128075;,HOF,OFFN
22231,These hoes ain't loyal &#128527;,HOF,OFFN
22232,These hoes ain't loyal @MyKat_Meows&#160;&#128530;,HOF,OFFN
22233,These hoes ain't loyal RT @ArzySauced: @ItsNotHarold man thats the realest shirt i seen tonight. A chick with a flip phone robbed me,HOF,OFFN
22234,These hoes ain't loyal RT @ComplexMag: Naya Rivera got married three months after breaking up with Big Sean: http://t.co/AlJctsTl82,HOF,OFFN
22235,These hoes ain't loyal and niggas ain't either,HOF,OFFN
22236,These hoes ain't loyal#,HOF,OFFN
22237,These hoes ain't loyal...,HOF,OFFN
22238,These hoes ain't loyallll,HOF,OFFN
22239,These hoes ain't shit I ain't tripping off a Thot... ion like conversation you gone let me fuck or not,HOF,OFFN
22240,These hoes ain't yours it's just yo turn #&#128175;&#128175; u hear me?,HOF,OFFN
22242,These hoes aint loyal &#128076;,HOF,OFFN
22243,These hoes aint yours,HOF,OFFN
22244,These hoes always gone Thot around to who ever give them attention at the time,HOF,OFFN
22245,These hoes are hilarious these days &#128514;&#128514;,HOF,OFFN
22246,These hoes be actin up and these niccas be actin tough! &#128530;,HOF,OFFN
22247,These hoes be boof smh,HOF,OFFN
22248,These hoes be busting nuts when they get a RT,HOF,OFFN
22249,"These hoes be flawgen i swear bruh, a nigga dont want yall",HOF,OFFN
22250,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!,HOF,HATE
22251,These hoes be thirsty for attention,HOF,OFFN
22252,These hoes be trying 2much doing 2much,HOF,OFFN
22253,These hoes cant fuck wit you,HOF,OFFN
22254,These hoes crazy yo.,HOF,OFFN
22255,These hoes don't get me in my feelings one bit.,HOF,OFFN
